"Cuenta";"Nombre_cuenta";"Ramo";"2016-01-31";"2016-02-29";"2016-03-31";"2016-04-30";"2016-05-31";"2016-06-30";"2016-07-31";"2016-08-31";"2016-09-30";"2016-10-31";"2016-11-30";"2016-12-31";"2017-01-31";"2017-02-28";"2017-03-31";"2017-04-30";"2017-05-31";"2017-06-30";"2017-07-31";"2017-08-31";"2017-09-30";"2017-10-31";"2017-11-30";"2017-12-31";"2018-01-31"
"29099936040";"Comisiones Pagadas";"VIDA GRUPO";82516541;149426280;12320221784;16810006315;21208004426;27273160050;31671786206;36358193762;41277387865;46001548515;50881454116;55439399884;4290568390;7866749244;13907582829;18471871532;23773741571;30029847039;34430781172;39343242428;44293507945;49035762024;53830871262;57037830196;4055940784
"29099936040";"Comisiones Pagadas";"SALUD";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29099936040";"Comisiones Pagadas";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29099936040";"Comisiones Pagadas";"VIDA INDIVIDUAL";531193;2468086;2586223552;3468946470;4342556407;5252190548;6146413515;7023546095;7911473062;8686629958;9530913193;10534679549;735097815;1558654718;2644985898;3365617445;4208076047;5018139435;5712490019;6650868020;7923365251;9720966239;11357137115;12472852862;1019559882
"29099936040";"Comisiones Pagadas";"PREVISIONAL";0;0;23711622;23711622;23711622;23711622;23711622;23711622;23711622;189817379;189817379;189817379;0;0;0;0;0;0;0;0;0;0;0;0;0
"29099936040";"Comisiones Pagadas";"RIESGOS LABORALES";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29099936040";"Comisiones Pagadas";"PENSIONES LEY 100";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29099936040";"Comisiones Pagadas";"PENSIONES VOLUNTARIAS";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29099936040";"Comisiones Pagadas";"PENSIONES CON CONMUTACIÓN PENSIONAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29099936040";"Comisiones Pagadas";"PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29099936040";"Comisiones Pagadas";"RENTAS VOLUNTARIAS";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29099936040";"Comisiones Pagadas";"BEPS";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29099936040";"Comisiones Pagadas";"AGROPECUARIO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29099936040";"Comisiones Pagadas";"OPERACIONES NO ASIGNABLES A RAMOS";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29099936040";"Comisiones Pagadas";"Ramos_Total";497502415;1097389429;21893999523;29685112955;37487765067;47695526466;55294954258;63686292868;72712417886;81325653145;90552238954;99408899599;7035124129;13488515911;23299514362;30846046840;39647437336;49503951680;57111972697;66039635543;76081538589;85870841577;96438345911;102306440745;7110613451
"29099936040";"Comisiones Pagadas";"Ramos_Vida";114817636;196801390;16041126783;21773689657;27396941899;35019077150;40632611347;46596518756;52794024551;58848712361;65016785751;70901802072;5323924007;9993718998;17412180093;23023920358;29543699187;36939941449;42412531907;48688908920;55216609782;62184848750;69115166250;73819657752;5246261383
"29099936040";"Comisiones Pagadas";"Ramos_Generales";382684779;900588039;5852872740;7911423298;10090823168;12676449316;14662342911;17089774112;19918393335;22476940784;25535453203;28507097527;1711200122;3494796913;5887334269;7822126482;10103738149;12564010231;14699440790;17350726623;20864928807;23685992827;27323179661;28486782993;1864352068
"29099936040";"Comisiones Pagadas";"Ramos_Objetivo";489208800;1080672383;21827733833;29597434335;37329935372;47381823880;54857775184;63224994221;72058783704;80476166083;89683078168;98546995244;7013992273;13424912838;23144846945;30602170356;39392231219;49241640750;56841613243;65754417670;75780223113;85556683791;96090151971;102012391403;7102549073
"29099936040";"Comisiones Pagadas";"Ramos_Objetivo_Grales";374391164;883870993;5810318672;7847456300;9956705095;12386458352;14248875459;16652187087;19288470775;21817271101;24856109796;27835010551;1690068266;3431193840;5732666852;7578249998;9848532032;12301699301;14429081336;17065508750;20563613331;23371835041;26974985721;28192733651;1856287690
"29099936040";"Comisiones Pagadas";"Ramos_Objetivo_Vida";114817636;196801390;16017415161;21749978035;27373230277;34995365528;40608899725;46572807134;52770312929;58658894982;64826968372;70711984693;5323924007;9993718998;17412180093;23023920358;29543699187;36939941449;42412531907;48688908920;55216609782;62184848750;69115166250;73819657752;5246261383
"29099936040";"Comisiones Pagadas";"Ramos_SS";0;0;23711622;23711622;23711622;23711622;23711622;23711622;23711622;189817379;189817379;189817379;0;0;0;0;0;0;0;0;0;0;0;0;0
"29099936040";"Comisiones Pagadas";"Ramos_Vida_sinSS";114817636;196801390;16017415161;21749978035;27373230277;34995365528;40608899725;46572807134;52770312929;58658894982;64826968372;70711984693;5323924007;9993718998;17412180093;23023920358;29543699187;36939941449;42412531907;48688908920;55216609782;62184848750;69115166250;73819657752;5246261383
